__offset_assign;assign;objective;_objective;_source
1;[0, 4, 22, 0, 0, 0, 6, 30, 12, 16, 7, 0, 0, 0, 0, 5, 26, 21, 45, 25, 11, 0, 0, 12, 3, 23, 39, 25, 0, 34, 6, 31, 0, 0, 40, 15, 10, 0, 24, 16, 49, 44, 20, 5, 47, 36, 46, 0, 42, 0, 50, 37, 28, 17, 33, 43, 9, 1, 2, 28];3031911;3031911.0;gibbs
1;[23, 0, 26, 0, 0, 0, 0, 30, 7, 0, 21, 0, 0, 0, 0, 8, 15, 1, 0, 23, 12, 37, 0, 7, 3, 36, 39, 0, 0, 45, 8, 9, 0, 40, 43, 0, 0, 0, 24, 24, 4, 29, 5, 11, 47, 10, 46, 25, 0, 0, 42, 50, 6, 17, 33, 22, 34, 16, 0, 11];2798037;2798037.0;gibbs
1;[0, 4, 22, 0, 0, 23, 6, 30, 5, 9, 7, 0, 0, 0, 11, 45, 40, 1, 0, 13, 0, 43, 0, 21, 3, 2, 39, 0, 0, 45, 6, 0, 0, 0, 37, 0, 10, 0, 24, 2, 27, 0, 12, 5, 47, 36, 0, 17, 0, 0, 42, 33, 8, 0, 0, 16, 20, 28, 34, 50];2616220;2616220.0;gibbs
1;[0, 18, 6, 0, 0, 0, 9, 5, 42, 8, 7, 0, 29, 17, 0, 16, 40, 11, 38, 13, 0, 41, 10, 42, 38, 1, 39, 36, 0, 31, 32, 33, 0, 37, 48, 26, 46, 0, 2, 2, 4, 15, 20, 28, 47, 24, 23, 21, 30, 12, 50, 49, 0, 25, 14, 3, 34, 19, 44, 28];3282659;3282659.0;gibbs
1;[0, 18, 38, 0, 0, 0, 6, 5, 42, 33, 11, 0, 40, 0, 50, 41, 8, 1, 31, 10, 20, 31, 0, 42, 49, 36, 2, 10, 0, 41, 29, 43, 0, 15, 32, 26, 39, 0, 24, 24, 37, 9, 12, 28, 47, 46, 23, 17, 25, 30, 7, 13, 14, 21, 16, 0, 34, 19, 44, 28];3405728;3405728.0;gibbs
1;[0, 0, 22, 0, 0, 23, 42, 0, 7, 0, 21, 0, 0, 0, 0, 45, 26, 0, 45, 5, 0, 0, 0, 11, 40, 20, 39, 42, 0, 40, 7, 0, 28, 8, 0, 33, 10, 0, 0, 20, 0, 0, 30, 5, 47, 36, 46, 50, 25, 0, 0, 15, 0, 17, 1, 3, 2, 24, 12, 0];2362558;2362558.0;gibbs
1;[0, 4, 0, 0, 0, 23, 42, 0, 12, 0, 7, 0, 15, 0, 0, 5, 26, 21, 0, 25, 11, 0, 0, 12, 45, 1, 39, 25, 0, 45, 34, 0, 0, 0, 40, 0, 10, 0, 24, 24, 3, 44, 20, 5, 47, 36, 46, 50, 0, 0, 30, 37, 42, 17, 33, 0, 0, 0, 9, 28];2738967;2738967.0;gibbs
1;[0, 4, 22, 0, 0, 23, 6, 30, 5, 9, 7, 0, 15, 0, 21, 45, 40, 1, 0, 13, 0, 43, 0, 0, 3, 0, 39, 0, 0, 45, 0, 0, 0, 0, 37, 8, 10, 0, 24, 0, 27, 0, 12, 5, 47, 36, 2, 17, 0, 0, 42, 0, 13, 25, 33, 16, 11, 20, 34, 50];2722531;2722531.0;gibbs
1;[0, 18, 38, 0, 0, 0, 33, 5, 42, 23, 11, 0, 0, 0, 50, 41, 8, 1, 31, 10, 20, 31, 0, 42, 49, 2, 39, 10, 0, 9, 29, 13, 0, 14, 0, 26, 24, 0, 0, 2, 4, 19, 12, 28, 47, 46, 36, 17, 25, 30, 7, 48, 15, 21, 6, 22, 34, 16, 44, 28];3291685;3291685.0;gibbs
1;[0, 4, 45, 0, 0, 23, 6, 12, 5, 8, 7, 0, 15, 0, 11, 29, 37, 1, 18, 9, 20, 38, 0, 17, 18, 39, 24, 0, 0, 33, 16, 29, 0, 40, 0, 32, 10, 0, 2, 13, 26, 35, 28, 5, 47, 46, 36, 25, 42, 30, 21, 41, 9, 50, 14, 22, 34, 19, 44, 17];3395078;3395078.0;gibbs
1;[0, 0, 26, 0, 0, 23, 0, 30, 0, 0, 7, 0, 9, 0, 21, 8, 0, 1, 0, 0, 12, 37, 0, 0, 0, 36, 39, 0, 0, 45, 8, 0, 0, 40, 43, 0, 2, 0, 24, 24, 4, 0, 5, 11, 47, 10, 46, 25, 0, 0, 42, 0, 0, 17, 33, 22, 34, 6, 0, 50];2674188;2674188.0;gibbs
1;[0, 40, 18, 0, 0, 1, 9, 5, 42, 8, 11, 0, 15, 0, 50, 38, 31, 2, 41, 13, 20, 49, 0, 42, 14, 36, 23, 0, 0, 29, 9, 38, 0, 43, 37, 32, 10, 0, 24, 6, 4, 35, 12, 28, 47, 46, 39, 17, 25, 30, 7, 26, 6, 21, 33, 48, 19, 0, 34, 28];3365604;3365604.0;gibbs
1;[0, 18, 40, 0, 0, 0, 9, 5, 42, 8, 7, 0, 15, 0, 0, 38, 29, 1, 32, 13, 11, 41, 10, 42, 48, 2, 23, 0, 0, 35, 9, 6, 0, 43, 31, 26, 36, 0, 24, 6, 4, 14, 12, 20, 47, 46, 39, 17, 25, 28, 30, 49, 13, 21, 33, 3, 19, 16, 34, 20];3312740;3312740.0;gibbs
1;[0, 4, 40, 0, 0, 1, 6, 0, 42, 8, 7, 0, 43, 25, 21, 29, 31, 2, 26, 9, 0, 18, 10, 42, 26, 36, 24, 0, 0, 38, 6, 29, 0, 13, 45, 32, 39, 5, 12, 12, 14, 16, 11, 20, 47, 0, 46, 17, 50, 0, 28, 37, 9, 30, 34, 3, 33, 19, 44, 20];3167735;3167735.0;gibbs
1;[0, 0, 22, 0, 0, 0, 0, 0, 5, 0, 7, 0, 0, 0, 0, 0, 0, 1, 0, 0, 12, 45, 0, 0, 0, 0, 24, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 15, 30, 5, 47, 0, 0, 0, 0, 0, 42, 0, 6, 0, 0, 0, 0, 0, 0, 0];1489469;1489469.0;gibbs
1;[39, 0, 26, 0, 0, 0, 0, 0, 12, 34, 5, 0, 40, 0, 42, 18, 24, 0, 0, 39, 0, 31, 0, 12, 0, 0, 11, 0, 0, 49, 33, 37, 0, 0, 0, 0, 20, 0, 0, 33, 3, 0, 0, 0, 47, 36, 0, 25, 50, 30, 7, 44, 8, 21, 1, 18, 2, 6, 0, 28];2127066;2127066.0;gibbs
1;[23, 0, 26, 0, 0, 0, 0, 30, 7, 9, 21, 0, 13, 0, 0, 8, 15, 1, 0, 23, 12, 37, 0, 7, 3, 36, 39, 0, 0, 45, 8, 0, 0, 40, 43, 0, 2, 0, 24, 24, 4, 29, 5, 11, 47, 10, 46, 25, 0, 0, 42, 0, 6, 17, 33, 22, 34, 16, 0, 11];2928371;2928371.0;gibbs
1;[0, 4, 40, 0, 0, 1, 6, 30, 42, 8, 7, 0, 43, 0, 0, 29, 31, 2, 26, 9, 12, 18, 10, 42, 26, 36, 24, 0, 0, 38, 6, 29, 0, 13, 45, 32, 39, 0, 5, 5, 14, 16, 11, 20, 47, 0, 46, 25, 50, 28, 21, 37, 9, 17, 34, 3, 33, 19, 44, 20];3298599;3298599.0;gibbs
1;[0, 4, 22, 0, 0, 23, 6, 30, 5, 9, 7, 0, 0, 0, 0, 16, 40, 1, 0, 13, 0, 43, 0, 21, 3, 0, 39, 0, 0, 45, 6, 15, 0, 0, 37, 8, 10, 0, 24, 0, 27, 14, 12, 5, 47, 36, 2, 17, 0, 0, 42, 33, 13, 25, 0, 16, 11, 20, 34, 50];2724765;2724765.0;gibbs
1;[0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 5, 26, 0, 11, 0, 20, 0, 42, 0, 45, 7, 0, 28, 0, 0, 0, 0, 0, 0, 20, 0, 0, 30, 0, 47, 10, 0, 50, 25, 0, 0, 0, 0, 0, 1, 2, 0, 24, 46, 12];1447980;1447980.0;gibbs
1;[0, 40, 18, 0, 0, 1, 9, 5, 42, 8, 7, 0, 15, 0, 50, 38, 31, 2, 49, 13, 11, 49, 0, 42, 14, 36, 23, 0, 0, 35, 9, 41, 0, 37, 45, 26, 10, 0, 24, 6, 4, 29, 12, 20, 47, 46, 39, 17, 25, 28, 30, 48, 14, 21, 33, 3, 19, 16, 34, 20];3423044;3423044.0;gibbs
1;[0, 0, 22, 0, 0, 23, 42, 0, 7, 0, 21, 0, 0, 0, 0, 45, 0, 0, 0, 5, 0, 26, 0, 11, 40, 20, 39, 42, 0, 40, 0, 0, 0, 8, 0, 33, 10, 0, 0, 20, 0, 0, 30, 5, 47, 36, 46, 50, 25, 0, 0, 15, 7, 17, 1, 3, 2, 24, 12, 11];2386084;2386084.0;gibbs
1;[23, 31, 26, 0, 0, 0, 9, 30, 7, 13, 21, 0, 15, 0, 0, 8, 35, 1, 18, 23, 12, 37, 0, 7, 3, 36, 39, 0, 0, 45, 8, 14, 0, 40, 43, 0, 2, 0, 24, 24, 4, 29, 5, 11, 47, 10, 46, 25, 0, 0, 42, 50, 6, 17, 33, 22, 34, 16, 0, 11];2996967;2996967.0;gibbs
1;[1, 8, 26, 0, 0, 42, 6, 5, 11, 9, 20, 0, 40, 0, 7, 16, 29, 2, 33, 13, 28, 31, 10, 21, 15, 36, 39, 0, 0, 15, 6, 18, 0, 35, 45, 43, 46, 0, 0, 36, 3, 32, 0, 11, 47, 24, 23, 17, 0, 12, 50, 37, 13, 25, 14, 22, 34, 44, 19, 21];3187535;3187535.0;gibbs
1;[0, 18, 31, 0, 0, 0, 6, 5, 11, 33, 7, 0, 40, 21, 42, 38, 49, 1, 41, 10, 0, 34, 46, 50, 41, 36, 39, 10, 0, 9, 13, 8, 0, 29, 45, 26, 2, 0, 0, 9, 4, 15, 20, 11, 47, 24, 23, 0, 30, 12, 28, 37, 6, 17, 16, 22, 14, 19, 44, 50];3239745;3239745.0;gibbs
1;[0, 4, 22, 0, 0, 23, 6, 0, 7, 16, 21, 0, 40, 0, 42, 9, 8, 1, 13, 13, 5, 18, 0, 7, 14, 36, 2, 0, 0, 15, 6, 12, 0, 35, 37, 26, 10, 0, 24, 36, 3, 29, 11, 20, 47, 46, 39, 17, 25, 28, 30, 31, 9, 50, 19, 45, 33, 34, 44, 20];3265834;3265834.0;initial
1;[1, 3, 18, 0, 0, 23, 6, 5, 7, 34, 21, 0, 8, 0, 0, 29, 26, 11, 9, 9, 20, 31, 0, 7, 45, 24, 39, 0, 0, 49, 32, 38, 0, 37, 40, 43, 10, 0, 0, 34, 4, 15, 30, 28, 47, 46, 36, 25, 42, 12, 50, 44, 6, 17, 0, 22, 2, 16, 13, 28];3259765;3259765.0;gibbs
1;[0, 4, 22, 0, 0, 0, 6, 30, 12, 16, 7, 0, 0, 0, 5, 8, 26, 21, 45, 25, 11, 45, 0, 25, 3, 23, 39, 12, 0, 6, 34, 31, 0, 0, 40, 15, 10, 0, 24, 24, 49, 44, 20, 28, 47, 36, 46, 42, 0, 0, 50, 18, 0, 17, 33, 43, 9, 1, 2, 28];3112728;3112728.0;gibbs
1;[0, 6, 45, 0, 0, 23, 16, 0, 30, 8, 7, 0, 15, 0, 21, 29, 37, 1, 18, 9, 5, 38, 10, 11, 11, 39, 24, 30, 0, 33, 16, 29, 12, 40, 31, 32, 2, 0, 47, 13, 13, 35, 0, 20, 28, 46, 36, 17, 42, 0, 50, 41, 9, 25, 14, 22, 34, 19, 44, 20];3153571;3153571.0;initial
1;[0, 4, 31, 0, 0, 23, 9, 5, 42, 33, 7, 0, 40, 0, 50, 18, 8, 1, 18, 13, 11, 0, 0, 42, 49, 2, 39, 0, 0, 14, 29, 43, 0, 37, 38, 26, 10, 0, 24, 24, 3, 19, 20, 28, 47, 46, 36, 17, 25, 30, 12, 41, 9, 21, 6, 22, 34, 16, 44, 28];3415952;3415952.0;gibbs
1;[39, 0, 26, 0, 0, 0, 0, 0, 12, 34, 0, 0, 40, 0, 42, 5, 24, 0, 0, 39, 0, 31, 0, 12, 0, 0, 0, 0, 0, 49, 33, 37, 0, 0, 0, 0, 0, 0, 0, 33, 3, 0, 0, 0, 47, 0, 0, 25, 50, 30, 7, 0, 5, 21, 1, 11, 2, 6, 36, 11];1707712;1707712.0;gibbs
1;[0, 0, 22, 0, 0, 23, 42, 0, 7, 34, 21, 0, 0, 0, 0, 45, 26, 1, 18, 5, 0, 37, 0, 11, 40, 20, 39, 42, 0, 45, 0, 0, 28, 8, 0, 9, 10, 0, 24, 20, 31, 0, 30, 5, 47, 36, 46, 50, 25, 0, 0, 15, 0, 17, 6, 3, 2, 44, 12, 11];2683699;2683699.0;gibbs
1;[0, 4, 40, 0, 0, 1, 6, 0, 5, 8, 7, 0, 43, 17, 42, 29, 31, 2, 26, 9, 12, 18, 0, 0, 26, 36, 24, 0, 0, 22, 6, 5, 11, 13, 45, 32, 10, 0, 23, 23, 14, 16, 20, 28, 47, 39, 46, 25, 21, 0, 50, 37, 9, 30, 34, 3, 33, 19, 44, 28];3234829;3234829.0;gibbs
1;[0, 8, 18, 0, 0, 0, 9, 5, 42, 6, 7, 0, 15, 0, 50, 38, 29, 1, 32, 13, 11, 41, 10, 42, 48, 0, 2, 46, 0, 35, 9, 40, 0, 23, 31, 26, 36, 0, 0, 6, 4, 14, 12, 20, 47, 39, 24, 17, 21, 28, 30, 49, 13, 25, 33, 3, 19, 16, 34, 20];3338787;3338787.0;gibbs
1;[0, 4, 31, 0, 0, 1, 6, 5, 11, 9, 7, 0, 13, 0, 42, 14, 49, 2, 18, 19, 20, 8, 0, 50, 18, 36, 39, 0, 0, 38, 29, 14, 0, 15, 41, 26, 10, 0, 24, 24, 48, 35, 0, 11, 47, 46, 23, 17, 25, 28, 12, 37, 6, 21, 16, 22, 34, 33, 44, 50];3239124;3239124.0;gibbs
1;[0, 0, 26, 0, 0, 23, 0, 30, 0, 0, 7, 0, 0, 0, 21, 8, 0, 1, 0, 0, 12, 37, 0, 0, 0, 36, 39, 0, 0, 45, 0, 0, 0, 40, 43, 0, 2, 0, 24, 36, 4, 0, 5, 11, 47, 10, 46, 25, 20, 0, 42, 0, 8, 17, 33, 22, 34, 6, 0, 11];2765819;2765819.0;gibbs
1;[0, 0, 26, 0, 0, 0, 0, 0, 30, 0, 7, 0, 0, 0, 21, 8, 0, 1, 0, 0, 12, 37, 0, 0, 0, 36, 39, 30, 0, 45, 8, 0, 0, 40, 0, 43, 2, 0, 24, 24, 4, 0, 5, 11, 47, 10, 46, 25, 0, 0, 42, 0, 0, 17, 33, 22, 34, 6, 50, 0];2529373;2529373.0;gibbs
1;[0, 6, 45, 0, 0, 0, 16, 12, 42, 8, 7, 0, 15, 0, 0, 29, 37, 1, 18, 9, 5, 38, 10, 0, 11, 39, 24, 42, 0, 33, 16, 29, 0, 40, 31, 32, 2, 0, 23, 13, 13, 35, 30, 11, 47, 46, 36, 25, 20, 28, 50, 41, 9, 17, 14, 22, 34, 19, 44, 21];3309382;3309382.0;gibbs
1;[0, 4, 22, 0, 0, 0, 6, 30, 12, 16, 7, 0, 0, 0, 0, 5, 26, 21, 45, 25, 11, 45, 0, 12, 3, 23, 39, 25, 0, 0, 6, 31, 0, 34, 40, 15, 10, 0, 24, 24, 49, 44, 20, 0, 47, 36, 46, 0, 42, 28, 50, 37, 8, 17, 33, 43, 9, 1, 2, 0];2858092;2858092.0;gibbs
1;[0, 9, 13, 0, 0, 23, 14, 5, 11, 33, 7, 0, 15, 0, 42, 31, 8, 1, 4, 36, 20, 35, 0, 21, 27, 0, 39, 36, 0, 31, 29, 18, 0, 40, 45, 43, 10, 0, 24, 24, 3, 0, 30, 11, 47, 46, 2, 28, 25, 12, 50, 37, 14, 17, 6, 22, 19, 16, 34, 21];3373469;3373469.0;gibbs
1;[0, 0, 22, 0, 0, 23, 42, 0, 7, 34, 21, 0, 0, 0, 0, 45, 0, 1, 0, 5, 0, 26, 0, 11, 40, 20, 39, 42, 0, 45, 0, 0, 28, 8, 0, 33, 10, 0, 0, 20, 0, 0, 30, 5, 47, 36, 46, 50, 25, 0, 0, 15, 0, 17, 44, 0, 2, 24, 12, 11];2551003;2551003.0;gibbs
1;[0, 0, 0, 0, 0, 0, 42, 30, 12, 0, 7, 0, 0, 0, 0, 5, 26, 21, 0, 25, 11, 0, 0, 12, 45, 23, 39, 25, 0, 6, 34, 0, 0, 0, 40, 0, 10, 0, 24, 24, 3, 44, 20, 5, 47, 36, 46, 50, 0, 0, 0, 37, 42, 17, 33, 43, 0, 1, 9, 28];2744908;2744908.0;gibbs
1;[0, 4, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 23, 30, 5, 47, 0, 0, 17, 25, 11, 0, 6, 7, 21, 9, 13, 42, 14, 24, 12];1488710;1488710.0;gibbs
1;[0, 18, 31, 0, 0, 0, 9, 5, 42, 33, 11, 0, 40, 0, 50, 38, 49, 1, 41, 13, 20, 43, 0, 42, 41, 2, 39, 0, 0, 38, 8, 29, 0, 0, 32, 26, 10, 0, 24, 14, 4, 19, 12, 28, 47, 46, 36, 17, 25, 30, 7, 48, 13, 21, 6, 22, 34, 16, 44, 28];3332013;3332013.0;gibbs
1;[0, 8, 26, 0, 0, 0, 6, 5, 11, 29, 7, 0, 40, 0, 42, 15, 31, 1, 4, 10, 20, 18, 0, 21, 38, 36, 23, 0, 0, 45, 6, 41, 0, 35, 48, 43, 39, 0, 24, 36, 3, 32, 30, 11, 47, 46, 2, 28, 25, 12, 50, 37, 15, 17, 16, 33, 34, 44, 9, 21];3349969;3349969.0;gibbs
1;[0, 18, 38, 0, 0, 1, 9, 5, 42, 8, 7, 0, 40, 0, 11, 6, 29, 2, 41, 13, 20, 31, 0, 42, 41, 39, 23, 0, 0, 16, 32, 49, 0, 15, 33, 43, 10, 0, 24, 24, 4, 35, 30, 28, 47, 46, 0, 21, 25, 12, 50, 37, 13, 17, 14, 3, 34, 19, 44, 28];3342733;3342733.0;gibbs
1;[0, 4, 22, 0, 0, 23, 42, 0, 7, 34, 21, 0, 0, 0, 0, 45, 26, 1, 0, 5, 12, 37, 0, 11, 40, 20, 39, 42, 0, 45, 0, 0, 28, 0, 15, 33, 10, 0, 24, 20, 31, 8, 0, 5, 47, 36, 46, 25, 0, 0, 50, 0, 0, 17, 6, 3, 2, 44, 0, 11];2679461;2679461.0;gibbs
1;[0, 4, 40, 0, 0, 1, 6, 30, 42, 8, 7, 0, 43, 17, 21, 29, 31, 2, 26, 9, 0, 18, 0, 42, 26, 36, 24, 0, 0, 38, 6, 29, 0, 13, 45, 32, 10, 0, 23, 23, 14, 16, 5, 11, 47, 39, 46, 25, 20, 12, 28, 15, 9, 50, 34, 3, 33, 19, 44, 11];3360257;3360257.0;gibbs
1;[0, 40, 18, 0, 0, 1, 9, 5, 42, 8, 11, 0, 15, 0, 50, 38, 31, 2, 49, 13, 20, 49, 0, 42, 14, 36, 23, 0, 0, 29, 9, 41, 0, 43, 32, 26, 10, 0, 24, 24, 4, 35, 12, 28, 47, 46, 39, 17, 25, 30, 7, 37, 6, 21, 33, 3, 19, 34, 44, 28];3423044;3423044.0;gibbs
1;[0, 4, 22, 0, 0, 23, 6, 30, 5, 9, 7, 0, 0, 0, 0, 45, 40, 1, 0, 13, 0, 43, 0, 21, 3, 0, 39, 0, 0, 45, 6, 0, 0, 0, 37, 0, 10, 0, 24, 0, 27, 0, 12, 5, 47, 36, 2, 17, 0, 0, 42, 14, 8, 25, 0, 16, 11, 20, 34, 50];2624768;2624768.0;gibbs
1;[0, 3, 45, 0, 0, 1, 9, 30, 42, 33, 7, 0, 40, 0, 0, 13, 26, 2, 22, 14, 12, 22, 10, 42, 4, 36, 24, 0, 0, 8, 13, 18, 0, 15, 38, 6, 39, 0, 23, 33, 37, 29, 5, 11, 47, 20, 46, 17, 25, 28, 21, 32, 9, 50, 34, 35, 44, 16, 19, 11];3385815;3385815.0;initial
1;[0, 0, 26, 0, 0, 23, 0, 5, 12, 34, 7, 0, 40, 0, 21, 18, 24, 11, 9, 9, 20, 31, 0, 12, 0, 0, 39, 0, 0, 49, 33, 37, 0, 0, 0, 43, 10, 0, 0, 34, 4, 0, 0, 0, 47, 46, 36, 25, 42, 30, 50, 44, 28, 17, 1, 3, 2, 6, 13, 0];2656780;2656780.0;gibbs
1;[0, 4, 22, 0, 0, 23, 6, 30, 5, 9, 7, 0, 0, 0, 0, 16, 40, 1, 0, 13, 0, 43, 0, 21, 3, 0, 39, 0, 0, 45, 6, 18, 0, 0, 37, 8, 0, 0, 24, 0, 27, 14, 12, 5, 47, 36, 2, 17, 0, 0, 42, 33, 13, 25, 0, 16, 11, 20, 34, 50];2617406;2617406.0;gibbs
1;[0, 4, 40, 0, 0, 1, 6, 12, 7, 8, 21, 0, 43, 5, 42, 11, 31, 2, 20, 9, 28, 18, 0, 7, 26, 36, 24, 0, 0, 38, 6, 29, 0, 13, 15, 32, 10, 0, 23, 23, 14, 16, 0, 11, 47, 39, 46, 17, 25, 0, 30, 37, 9, 50, 34, 3, 33, 19, 44, 20];3228026;3228026.0;gibbs
1;[0, 18, 38, 0, 0, 0, 9, 5, 42, 6, 7, 0, 8, 0, 50, 40, 15, 1, 41, 13, 11, 41, 10, 42, 48, 36, 39, 0, 0, 35, 9, 31, 0, 37, 29, 26, 46, 0, 2, 6, 4, 14, 12, 20, 47, 24, 23, 17, 25, 28, 30, 49, 13, 21, 33, 3, 19, 16, 34, 20];3420625;3420625.0;gibbs
1;[0, 6, 45, 5, 11, 23, 16, 20, 28, 8, 30, 0, 15, 17, 0, 29, 0, 1, 18, 5, 0, 38, 10, 0, 18, 39, 24, 0, 0, 41, 16, 29, 0, 40, 31, 32, 46, 0, 2, 9, 13, 35, 0, 28, 47, 36, 12, 42, 25, 0, 50, 9, 7, 21, 14, 22, 34, 19, 44, 7];3029937;3029937.0;gibbs
1;[0, 4, 22, 0, 0, 23, 6, 30, 5, 9, 7, 0, 15, 0, 0, 45, 40, 1, 0, 13, 0, 43, 0, 21, 3, 2, 39, 0, 0, 45, 6, 0, 0, 0, 37, 0, 10, 0, 24, 2, 27, 0, 12, 5, 47, 36, 0, 17, 0, 0, 42, 0, 8, 25, 33, 14, 11, 20, 34, 50];2702452;2702452.0;gibbs
1;[1, 18, 6, 0, 0, 5, 16, 0, 42, 8, 7, 0, 29, 0, 0, 9, 34, 2, 38, 13, 11, 41, 0, 42, 22, 36, 21, 0, 0, 15, 16, 9, 0, 40, 32, 43, 10, 0, 0, 39, 48, 24, 20, 28, 47, 46, 23, 17, 25, 12, 50, 31, 13, 30, 14, 3, 19, 33, 44, 28];3145648;3145648.0;gibbs
1;[23, 0, 26, 0, 0, 0, 0, 5, 0, 0, 11, 0, 0, 0, 42, 0, 15, 1, 0, 23, 12, 37, 0, 7, 3, 36, 39, 0, 0, 45, 30, 34, 0, 40, 43, 0, 2, 0, 24, 24, 4, 8, 20, 28, 47, 10, 46, 25, 50, 0, 21, 0, 9, 17, 33, 22, 44, 6, 0, 28];3006022;3006022.0;gibbs
1;[0, 4, 40, 0, 0, 1, 6, 30, 42, 8, 7, 0, 43, 0, 21, 29, 31, 2, 26, 9, 0, 18, 0, 42, 26, 36, 24, 12, 0, 38, 6, 29, 0, 13, 45, 32, 10, 0, 23, 23, 14, 16, 5, 11, 47, 39, 0, 17, 50, 20, 28, 37, 9, 25, 34, 3, 33, 19, 44, 12];3240496;3240496.0;gibbs
1;[0, 18, 38, 0, 0, 0, 9, 5, 11, 0, 7, 0, 13, 0, 0, 1, 31, 2, 41, 14, 20, 40, 10, 21, 41, 36, 39, 1, 0, 49, 8, 43, 0, 29, 32, 26, 46, 17, 0, 36, 48, 19, 28, 11, 47, 23, 24, 25, 42, 30, 12, 37, 9, 50, 6, 22, 34, 16, 44, 21];3374042;3374042.0;gibbs
1;[0, 0, 0, 0, 0, 23, 42, 30, 0, 0, 7, 0, 0, 0, 0, 5, 26, 21, 0, 25, 11, 0, 0, 12, 45, 0, 39, 25, 0, 45, 34, 0, 0, 15, 40, 0, 10, 0, 24, 24, 3, 44, 20, 5, 47, 36, 46, 50, 0, 0, 0, 37, 42, 17, 33, 43, 9, 1, 0, 28];2679103;2679103.0;gibbs
1;[0, 0, 0, 0, 0, 23, 42, 30, 12, 0, 7, 0, 0, 0, 0, 5, 26, 21, 0, 25, 11, 0, 0, 12, 45, 0, 39, 25, 0, 45, 34, 0, 0, 0, 40, 0, 10, 0, 24, 24, 3, 44, 20, 5, 47, 36, 46, 0, 0, 0, 50, 37, 42, 17, 6, 43, 0, 1, 9, 28];2752531;2752531.0;gibbs
1;[0, 4, 0, 0, 0, 0, 6, 30, 5, 0, 7, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 39, 0, 0, 45, 6, 0, 0, 36, 37, 0, 0, 0, 24, 0, 27, 0, 12, 5, 47, 1, 2, 17, 0, 0, 0, 33, 8, 25, 23, 16, 11, 20, 34, 42];2096432;2096432.0;gibbs
1;[0, 3, 26, 0, 0, 23, 7, 0, 5, 34, 21, 0, 40, 0, 0, 18, 24, 11, 9, 9, 20, 31, 0, 7, 0, 0, 39, 0, 0, 49, 33, 0, 0, 0, 0, 43, 10, 0, 0, 34, 4, 0, 30, 5, 47, 46, 36, 25, 42, 12, 50, 44, 28, 17, 1, 8, 2, 6, 13, 28];2894049;2894049.0;gibbs
1;[0, 4, 22, 0, 0, 23, 6, 30, 5, 9, 7, 0, 0, 0, 12, 37, 0, 1, 37, 13, 0, 40, 0, 21, 3, 2, 39, 0, 0, 0, 6, 18, 0, 14, 8, 29, 10, 0, 24, 2, 27, 0, 11, 5, 47, 36, 0, 17, 0, 0, 42, 33, 13, 25, 19, 16, 0, 20, 34, 50];2781067;2781067.0;gibbs
1;[7, 4, 22, 0, 0, 23, 42, 12, 7, 34, 21, 0, 44, 0, 0, 45, 26, 1, 0, 5, 11, 37, 0, 20, 40, 28, 39, 42, 0, 45, 9, 0, 0, 43, 0, 33, 10, 0, 0, 28, 31, 8, 30, 5, 47, 36, 46, 17, 0, 0, 50, 15, 0, 25, 6, 3, 2, 16, 0, 20];3012008;3012008.0;gibbs
1;[0, 40, 18, 0, 0, 1, 9, 5, 42, 8, 11, 0, 15, 0, 50, 38, 31, 2, 49, 13, 20, 49, 0, 42, 14, 36, 23, 0, 0, 29, 9, 41, 0, 43, 32, 26, 10, 0, 24, 6, 3, 35, 12, 28, 47, 46, 39, 17, 25, 30, 7, 48, 6, 21, 33, 38, 19, 16, 34, 0];3321928;3321928.0;gibbs
1;[0, 4, 22, 0, 0, 0, 6, 30, 12, 16, 7, 0, 0, 0, 0, 5, 26, 21, 45, 25, 11, 8, 0, 12, 3, 23, 39, 25, 0, 6, 34, 31, 0, 15, 40, 0, 10, 0, 24, 24, 49, 44, 20, 5, 47, 46, 36, 42, 0, 0, 50, 37, 0, 17, 33, 43, 9, 1, 2, 28];2986083;2986083.0;gibbs
1;[0, 4, 22, 0, 0, 0, 6, 30, 5, 0, 7, 0, 0, 0, 0, 45, 0, 1, 0, 0, 0, 0, 0, 21, 21, 0, 39, 0, 0, 45, 6, 0, 0, 0, 37, 40, 0, 0, 24, 33, 27, 0, 12, 5, 47, 36, 2, 17, 0, 0, 0, 33, 8, 25, 0, 16, 11, 20, 34, 42];2254011;2254011.0;gibbs
