__offset_x;kk;objective;x;_objective;_source
1;3;293334;[1, 1, 2, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 2, 3, 2, 1, 1, 3, 1, 3, 1, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 1];293334.0;gibbs
1;3;153326;[1, 1, 1, 1, 1, 2, 2, 2, 3, 2, 1, 1, 2, 2, 2, 3, 2, 1, 3, 2, 3, 2, 3, 3, 2, 3, 2, 3, 3, 2, 2, 3, 3, 2];153326.0;gibbs
1;3;427578;[1, 2, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 3, 3, 1, 1, 3, 2, 3, 2, 3, 3, 2, 2, 3, 3, 3, 3, 2, 3, 3, 3];427578.0;initial
1;3;499630;[1, 2, 2, 2, 1, 1, 2, 2, 3, 3, 1, 1, 1, 2, 3, 3, 1, 1, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3];499630.0;initial
1;3;432958;[1, 1, 1, 1, 2, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 3, 1, 3, 3, 3, 2, 3, 3, 3, 3, 1, 3, 3, 3];432958.0;initial
1;3;178338;[1, 2, 3, 1, 3, 3, 3, 1, 2, 3, 1, 1, 1, 2, 1, 3, 3, 1, 2, 1, 3, 3, 3, 2, 2, 2, 3, 2, 3, 3, 2, 3, 2, 3];178338.0;gibbs
1;3;408724;[1, 2, 1, 2, 1, 3, 1, 2, 3, 3, 1, 1, 2, 2, 3, 3, 1, 1, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];408724.0;gibbs
1;3;242590;[1, 1, 2, 1, 1, 3, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 1, 2, 2, 2];242590.0;initial
1;3;184612;[1, 1, 2, 3, 1, 1, 2, 3, 2, 2, 1, 3, 3, 2, 2, 2, 2, 1, 3, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 2, 1, 2, 2];184612.0;gibbs
1;3;259614;[1, 2, 2, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 3, 2, 3, 1, 2, 2, 3, 1, 2, 3, 2, 3, 3, 3];259614.0;gibbs
1;3;316032;[1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3, 3, 1, 1, 3, 1, 3, 1, 3, 3, 2, 2, 3, 2, 3, 3, 3, 3, 3, 1];316032.0;gibbs
1;3;451934;[1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 3, 2, 1, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2];451934.0;gibbs
1;2;69610;[1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1];69610.0;gibbs
1;3;353838;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 3, 1, 3, 2, 3, 2, 2, 2, 2, 2, 2, 3, 3, 3];353838.0;gibbs
1;3;233334;[1, 1, 2, 1, 1, 1, 1, 1, 3, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 3, 1, 3, 2, 3, 3, 2, 3, 2, 3, 2, 3, 3, 3];233334.0;initial
1;3;55762;[1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 2, 1, 2, 1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 1, 2, 3, 2, 2, 1, 2];55762.0;gibbs
1;3;317566;[1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];317566.0;gibbs
1;3;233714;[1, 2, 2, 2, 3, 1, 1, 1, 3, 2, 1, 1, 2, 2, 1, 1, 1, 1, 3, 3, 3, 2, 3, 1, 2, 3, 2, 2, 2, 3, 2, 3, 3, 3];233714.0;gibbs
1;3;360636;[1, 1, 2, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 2, 3, 1, 1, 2, 1, 2, 1, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 3, 3];360636.0;gibbs
1;2;401534;[1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];401534.0;initial
1;3;153330;[1, 2, 1, 2, 1, 1, 1, 2, 1, 3, 1, 1, 2, 1, 2, 3, 1, 1, 3, 2, 1, 2, 1, 3, 3, 1, 2, 1, 3, 2, 2, 1, 2, 3];153330.0;initial
1;3;416926;[1, 1, 1, 1, 2, 2, 2, 1, 3, 3, 1, 1, 1, 3, 3, 2, 2, 1, 3, 1, 3, 1, 3, 2, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3];416926.0;gibbs
1;3;302950;[1, 1, 2, 3, 2, 3, 1, 1, 2, 2, 1, 1, 1, 3, 1, 2, 3, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2];302950.0;initial
1;3;107166;[1, 1, 1, 1, 2, 2, 2, 3, 1, 3, 1, 1, 2, 2, 1, 3, 2, 1, 3, 1, 1, 2, 1, 2, 2, 1, 3, 3, 3, 3, 3, 1, 3, 3];107166.0;gibbs
1;3;99100;[1, 2, 3, 3, 1, 3, 1, 3, 3, 3, 1, 1, 2, 2, 2, 2, 1, 1, 1, 3, 3, 1, 3, 2, 3, 3, 2, 2, 2, 2, 1, 3, 1, 2];99100.0;initial
1;3;317950;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 3, 1, 3, 1, 3, 2, 2, 2, 3, 2, 3, 3, 2, 3, 1, 3];317950.0;gibbs
1;3;372196;[1, 1, 1, 1, 1, 1, 2, 1, 3, 3, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 3, 3, 2, 2, 3, 2, 2, 2, 2, 2];372196.0;gibbs
1;3;372172;[1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3];372172.0;gibbs
1;3;466164;[1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 3, 1, 2, 1, 2, 1, 2, 2, 3, 2, 2, 3, 3, 2, 2, 2, 2, 2];466164.0;initial
1;2;438848;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2];438848.0;initial
1;3;162184;[1, 2, 2, 2, 1, 3, 1, 2, 3, 2, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 3, 1, 2, 2, 1, 2, 2, 2, 3];162184.0;gibbs
1;3;215004;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 2, 2, 3, 3, 3, 3, 2, 1, 3, 3, 2, 2, 1, 3, 3, 2];215004.0;gibbs
1;3;415002;[1, 1, 2, 1, 3, 3, 3, 1, 2, 2, 1, 1, 1, 1, 2, 3, 3, 1, 3, 1, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 1, 2, 2, 2];415002.0;initial
1;3;28334;[1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 2, 3, 3, 2, 2, 1, 3, 2, 3, 2, 2, 3];28334.0;gibbs
1;3;237562;[1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 3, 2, 2, 2, 1, 2, 2, 3, 1, 3, 3, 3, 2, 1, 3, 3, 3, 2, 3, 3, 3];237562.0;initial
1;3;15254;[1, 1, 2, 3, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1, 1, 2, 2, 1, 3, 1, 2, 1, 2, 1, 2, 2, 1, 2, 3, 2, 1, 2, 3, 1];15254.0;gibbs
1;3;217570;[1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2];217570.0;gibbs
1;3;291402;[1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 3, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2, 3, 2, 2, 3, 3, 2, 3, 1, 2, 3, 3];291402.0;gibbs
1;3;299102;[1, 1, 1, 1, 2, 1, 2, 1, 2, 3, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 3, 1, 3, 3, 3, 2, 2, 1, 3, 2, 1, 3, 3, 3];299102.0;initial
1;3;424998;[1, 1, 1, 1, 1, 2, 2, 1, 3, 1, 1, 1, 1, 1, 3, 2, 2, 1, 2, 1, 3, 1, 3, 2, 3, 3, 2, 1, 3, 3, 3, 3, 3, 3];424998.0;gibbs
1;3;254490;[1, 1, 2, 3, 2, 2, 1, 1, 2, 2, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2];254490.0;gibbs
1;3;305002;[1, 1, 2, 3, 1, 1, 1, 2, 3, 2, 1, 1, 2, 2, 3, 2, 1, 1, 2, 1, 3, 1, 3, 2, 3, 3, 1, 3, 3, 2, 3, 3, 3, 3];305002.0;initial
1;3;488856;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2];488856.0;initial
1;3;373330;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 2, 3, 1, 1, 2, 3, 3, 1, 3, 3, 2, 2, 2, 2, 3, 2, 3, 3, 3, 2];373330.0;initial
1;3;439110;[1, 1, 2, 1, 1, 1, 3, 1, 2, 3, 1, 1, 1, 1, 3, 2, 1, 1, 3, 1, 3, 1, 3, 3, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3];439110.0;gibbs
1;3;132944;[1, 1, 1, 1, 2, 1, 2, 1, 3, 3, 1, 3, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 3, 2, 1, 3, 2, 1, 2, 3, 3];132944.0;gibbs
1;3;41934;[1, 1, 1, 2, 3, 3, 2, 1, 1, 1, 1, 2, 3, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 3, 3, 2, 1, 1, 1, 1];41934.0;gibbs
1;3;94864;[1, 1, 2, 3, 1, 1, 1, 2, 3, 2, 1, 1, 2, 1, 2, 2, 2, 1, 1, 2, 3, 2, 3, 1, 3, 3, 3, 1, 2, 1, 2, 3, 3, 3];94864.0;gibbs
1;3;341148;[1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2];341148.0;gibbs
1;3;496802;[1, 1, 1, 1, 1, 2, 1, 1, 3, 3, 1, 1, 1, 2, 3, 3, 1, 1, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];496802.0;initial
1;3;106022;[1, 2, 2, 2, 3, 2, 1, 2, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 3, 1, 2, 1, 2, 1, 2, 2, 3, 2, 3, 3, 3, 2, 3, 3];106022.0;gibbs
1;3;457308;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2];457308.0;gibbs
1;3;232940;[1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 3, 1, 3, 2, 3, 1, 3, 3, 3, 3, 2, 3, 2, 3];232940.0;initial
1;3;387576;[1, 2, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 3, 3, 1, 1, 3, 2, 3, 1, 3, 3, 3, 3, 3, 3, 2, 2, 1, 3, 3, 3];387576.0;initial
1;3;63464;[1, 1, 2, 1, 3, 3, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 3, 2, 3, 2, 3, 2, 2, 3, 2, 2, 1, 3, 1, 2];63464.0;initial
1;3;337566;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 3, 3, 2, 1, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 3, 2];337566.0;initial
1;3;290386;[1, 2, 1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 3, 1, 3, 2, 3, 1, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3];290386.0;initial
1;3;254872;[1, 2, 2, 2, 3, 3, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3];254872.0;gibbs
1;3;286790;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 3, 1, 2, 2, 3, 1, 2, 1, 1, 1, 1, 3, 2, 2, 3, 2, 2, 2, 2, 1, 2, 2];286790.0;initial
1;3;435384;[1, 1, 1, 1, 1, 2, 3, 1, 2, 2, 1, 1, 1, 1, 2, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2];435384.0;initial
1;3;381922;[1, 1, 1, 1, 1, 2, 2, 3, 3, 1, 1, 1, 1, 1, 3, 2, 2, 1, 3, 1, 3, 1, 3, 2, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3];381922.0;gibbs
1;3;454876;[1, 2, 2, 2, 1, 1, 3, 2, 3, 2, 1, 1, 2, 2, 3, 3, 1, 1, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3];454876.0;gibbs
1;3;463082;[1, 2, 1, 2, 1, 1, 1, 2, 3, 2, 1, 1, 2, 2, 3, 3, 1, 1, 3, 1, 3, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3];463082.0;gibbs
1;2;167176;[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 2, 2, 2, 1, 2, 1, 2, 2];167176.0;gibbs
1;3;212178;[1, 1, 2, 2, 1, 2, 2, 1, 2, 3, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 3, 2, 3, 3, 2, 2, 1, 3, 3, 1, 3, 3, 3, 3];212178.0;gibbs
1;3;440386;[1, 1, 2, 1, 1, 3, 1, 1, 3, 2, 1, 1, 1, 1, 3, 3, 3, 1, 3, 1, 3, 1, 3, 3, 3, 3, 2, 3, 2, 3, 2, 3, 3, 3];440386.0;initial
1;3;458474;[1, 1, 2, 1, 1, 1, 1, 3, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 3, 2, 3, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2];458474.0;gibbs
1;3;329222;[1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1, 3, 1, 2, 1, 2, 3, 2, 2, 3, 3, 2, 3, 3, 2, 3, 3];329222.0;gibbs
1;3;482962;[1, 1, 2, 1, 3, 3, 3, 1, 2, 2, 1, 1, 1, 1, 2, 2, 3, 1, 2, 1, 2, 1, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2, 2, 2];482962.0;initial
1;3;388342;[1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 3, 3, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2];388342.0;initial
1;3;386020;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2];386020.0;gibbs
1;3;227308;[1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 3, 1, 3, 1, 3, 1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3];227308.0;gibbs
1;3;323450;[1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 2, 1, 3, 1, 2, 1, 2, 3, 2, 2, 3, 3, 2, 3, 3, 2, 3, 3];323450.0;gibbs
1;3;426796;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 3, 3, 1, 1, 2, 1, 3, 1, 3, 2, 3, 2, 2, 3, 3, 2, 3, 3, 3, 3];426796.0;gibbs
1;3;-21664;[1, 2, 2, 2, 3, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 3, 2, 2, 2, 1, 3];-21664.0;gibbs
1;3;456924;[1, 1, 2, 3, 1, 3, 3, 3, 2, 3, 1, 1, 1, 1, 2, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];456924.0;gibbs
1;3;134998;[1, 2, 2, 3, 1, 1, 1, 1, 2, 2, 1, 1, 3, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2, 2, 3, 3, 1, 3, 3];134998.0;gibbs
1;3;516922;[1, 1, 2, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 2, 3, 3, 1, 1, 3, 2, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3];516922.0;gibbs
1;3;516796;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 3, 2, 3, 3, 2, 2, 2, 2];516796.0;initial
1;3;391406;[1, 1, 1, 1, 1, 2, 1, 1, 3, 3, 1, 1, 1, 1, 2, 2, 2, 1, 2, 3, 3, 1, 3, 2, 2, 3, 2, 2, 3, 2, 3, 3, 3, 3];391406.0;gibbs
1;3;81036;[1, 1, 2, 1, 3, 1, 3, 2, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 2, 3, 2, 1, 3, 2, 1, 1, 2, 1, 1];81036.0;initial
1;3;195250;[1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2, 3, 3, 1, 3, 2, 3];195250.0;initial
1;3;179874;[1, 1, 2, 2, 1, 1, 2, 1, 3, 1, 1, 2, 1, 1, 2, 2, 2, 1, 3, 1, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2, 3, 3, 2, 3];179874.0;initial
1;3;509872;[1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3, 3, 1, 1, 3, 1, 3, 1, 3, 3, 3, 2, 2, 3, 2, 3, 3, 3, 3, 3];509872.0;gibbs
1;3;210774;[1, 1, 1, 1, 1, 1, 2, 3, 3, 2, 1, 3, 1, 1, 2, 2, 3, 1, 2, 2, 2, 1, 2, 2, 3, 3, 3, 3, 2, 2, 1, 2, 3, 2];210774.0;gibbs
1;3;526798;[1, 2, 2, 1, 1, 1, 1, 2, 3, 2, 1, 2, 1, 1, 3, 3, 1, 1, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];526798.0;gibbs
1;3;499498;[1, 1, 1, 1, 2, 2, 2, 1, 3, 1, 1, 3, 1, 1, 3, 3, 2, 1, 3, 1, 3, 1, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3];499498.0;gibbs
1;3;306794;[1, 1, 1, 1, 1, 2, 3, 1, 2, 2, 1, 1, 1, 3, 2, 3, 3, 1, 1, 1, 2, 3, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2];306794.0;initial
1;3;276828;[1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2, 3, 3, 2, 2, 2, 2];276828.0;initial
1;3;88334;[1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 2, 3, 1, 1, 3, 1];88334.0;initial
1;3;-11924;[1, 1, 1, 2, 3, 3, 2, 1, 1, 1, 1, 2, 3, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 3, 2, 1, 1, 1, 2];-11924.0;gibbs
1;3;424492;[1, 1, 1, 1, 2, 2, 2, 1, 3, 3, 1, 3, 1, 1, 3, 2, 2, 1, 2, 2, 3, 1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];424492.0;gibbs
1;3;109106;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1];109106.0;gibbs
1;2;411790;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];411790.0;initial
1;3;390384;[1, 2, 2, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, 3, 2, 2, 1, 1, 3, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];390384.0;gibbs
1;3;292952;[1, 1, 2, 2, 3, 3, 3, 2, 3, 3, 1, 1, 1, 2, 2, 3, 3, 1, 3, 2, 3, 1, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3];292952.0;gibbs
1;3;149230;[1, 1, 2, 2, 1, 2, 1, 2, 3, 1, 1, 1, 1, 2, 3, 2, 2, 1, 2, 1, 3, 2, 3, 3, 3, 3, 2, 2, 2, 3, 2, 3, 3, 1];149230.0;gibbs
1;3;183718;[1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 3, 3, 1, 3, 2, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3];183718.0;initial
1;3;347568;[1, 1, 2, 3, 1, 1, 1, 3, 2, 2, 1, 1, 1, 2, 3, 3, 2, 1, 3, 1, 3, 1, 3, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3];347568.0;initial
1;3;372180;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 3, 1, 3, 3, 3, 2, 1, 3, 3, 2, 3, 3, 2, 2];372180.0;initial
1;3;308722;[1, 2, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 2, 3, 1, 1, 2, 3, 3, 1, 3, 2, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3];308722.0;initial
1;3;157970;[1, 2, 2, 3, 3, 3, 3, 2, 2, 1, 1, 1, 3, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 3, 1, 2, 1, 1, 1];157970.0;gibbs
1;3;348348;[1, 1, 2, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2];348348.0;initial
1;3;543468;[1, 2, 2, 2, 1, 1, 1, 2, 3, 2, 1, 1, 1, 2, 3, 3, 3, 1, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];543468.0;initial
1;2;201538;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1];201538.0;gibbs
1;3;395272;[1, 1, 1, 1, 2, 2, 2, 1, 2, 3, 1, 1, 1, 1, 1, 3, 2, 1, 3, 1, 3, 1, 3, 3, 2, 2, 3, 2, 3, 2, 1, 3, 3, 3];395272.0;gibbs
1;3;148334;[1, 2, 1, 2, 1, 1, 1, 1, 3, 3, 1, 1, 2, 2, 3, 2, 3, 1, 1, 3, 3, 2, 3, 1, 3, 3, 2, 3, 2, 3, 2, 3, 1, 3];148334.0;initial
1;3;314224;[1, 2, 2, 2, 1, 1, 1, 2, 2, 3, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 3, 3, 2, 3, 2, 2, 2, 3];314224.0;initial
1;3;508854;[1, 2, 2, 2, 1, 1, 1, 2, 3, 2, 1, 1, 1, 2, 3, 1, 3, 1, 3, 2, 3, 1, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3];508854.0;initial
1;3;390768;[1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 3, 2, 1, 3, 1, 3, 1, 3, 3, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3];390768.0;gibbs
1;3;354868;[1, 1, 1, 1, 1, 2, 1, 1, 2, 3, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2];354868.0;gibbs
1;3;88856;[1, 1, 1, 1, 1, 1, 2, 2, 1, 3, 1, 1, 2, 1, 3, 1, 1, 1, 2, 2, 3, 3, 3, 3, 2, 1, 3, 3, 2, 2, 1, 3, 3, 2];88856.0;gibbs
1;3;211914;[1, 2, 2, 2, 1, 1, 3, 2, 1, 1, 1, 1, 2, 2, 3, 2, 3, 1, 3, 1, 1, 2, 1, 1, 2, 1, 3, 1, 2, 3, 3, 1, 3, 3];211914.0;initial
1;3;297944;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 3, 2, 3, 2, 3, 2, 2, 2, 3, 2, 3, 3, 2, 3, 2, 3];297944.0;initial
1;3;228716;[1, 2, 2, 3, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2];228716.0;gibbs
1;3;339492;[1, 2, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 3, 1, 3, 1, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3];339492.0;gibbs
1;3;389866;[1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 3, 1, 1, 2, 1, 2, 1, 2, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3];389866.0;gibbs
1;3;71788;[1, 2, 1, 1, 2, 2, 2, 1, 3, 3, 1, 1, 1, 1, 3, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 3, 2, 2, 3, 2, 1, 2, 3, 3];71788.0;gibbs
